[Connect DataFile][1.1]
Date:	18.06.2025
Time:	16:26:27,512
Unit:	°C
Resolution:	0,05
Values:	1
Time		
00:00:24,100	586,7	
00:00:24,150	587,4	
00:00:24,200	587,6	
00:00:24,250	587,9	
00:00:24,300	589,2	
00:00:24,350	589,6	
00:00:24,400	590,1	
00:00:24,450	591,6	
00:00:24,500	591,4	
00:00:24,550	592,0	
00:00:24,600	592,5	
00:00:24,650	593,0	
00:00:24,700	593,7	
00:00:24,750	593,9	
00:00:24,800	595,0	
00:00:24,850	596,2	
00:00:24,900	596,7	
00:00:24,950	597,5	
00:00:25,000	597,5	
00:00:25,050	598,0	
00:00:25,100	599,2	
00:00:25,150	600,0	
00:00:25,200	599,8	
00:00:25,250	601,1	
00:00:25,300	601,5	
00:00:25,350	599,6	
00:00:25,400	602,1	
00:00:25,450	607,4	
00:00:25,500	602,3	
00:00:25,550	602,0	
00:00:25,600	602,1	
00:00:25,650	602,1	
00:00:25,700	603,2	
00:00:25,750	603,0	
00:00:25,800	603,3	
00:00:25,850	605,3	
00:00:25,900	605,1	
00:00:25,950	606,1	
00:00:26,000	606,6	
00:00:26,050	607,0	
00:00:26,100	607,8	
00:00:26,150	608,0	
00:00:26,200	608,3	
00:00:26,250	608,9	
00:00:26,300	609,2	
00:00:26,350	608,4	
00:00:26,400	607,6	
00:00:26,450	607,4	
00:00:26,500	606,0	
00:00:26,550	605,5	
00:00:26,600	605,1	
00:00:26,650	605,1	
00:00:26,700	604,8	
00:00:26,750	603,6	
00:00:26,800	603,5	
00:00:26,850	602,8	
00:00:26,900	602,8	
00:00:26,950	602,8	
00:00:27,000	602,0	
00:00:27,050	602,2	
00:00:27,100	601,5	
00:00:27,150	601,3	
00:00:27,200	600,9	
00:00:27,250	600,2	
00:00:27,300	599,2	
00:00:27,350	598,9	
00:00:27,400	598,2	
00:00:27,450	598,4	
00:00:27,500	597,9	
00:00:27,550	597,3	
00:00:27,600	596,7	
00:00:27,650	596,5	
00:00:27,700	595,0	
00:00:27,750	594,1	
00:00:27,800	593,3	
00:00:27,850	592,8	
00:00:27,900	591,3	
00:00:27,950	591,4	
00:00:28,000	590,7	
00:00:28,050	589,2	
00:00:28,100	589,2	
00:00:28,150	587,9	
00:00:28,200	586,7	
00:00:28,250	586,9	
00:00:28,300	585,8	
00:00:28,350	584,0	
00:00:28,400	583,3	
00:00:28,450	582,5	
00:00:28,500	581,0	
00:00:28,550	580,6	
00:00:28,600	579,9	
00:00:28,650	577,9	
00:00:28,700	577,6	
00:00:28,750	576,3	
00:00:28,800	576,3	
00:00:28,850	576,3	
00:00:28,900	576,3	
00:00:28,950	576,3	
00:00:29,000	576,3	
00:00:29,050	576,3	
00:00:29,100	576,3	
00:00:29,150	576,3	
00:00:29,200	576,3	
00:00:29,250	576,3	
00:00:29,300	576,3	
00:00:29,350	576,3	
00:00:29,400	576,3	
00:00:29,450	576,3	
00:00:29,500	576,3	
00:00:29,550	576,3	
00:00:29,600	576,3	
00:00:29,650	576,3	
00:00:29,700	576,3	
00:00:29,750	576,3	
00:00:29,800	576,3	
00:00:29,850	576,3	
00:00:29,900	576,3	
00:00:29,950	576,3	
00:00:30,000	576,3	
00:00:30,050	563,5	
00:00:30,100	551,0	
00:00:30,150	549,7	
00:00:30,200	548,4	
00:00:30,250	547,5	
00:00:30,300	546,0	
00:00:30,350	544,4	
00:00:30,400	543,4	
00:00:30,450	543,1	
00:00:30,500	541,2	
00:00:30,550	539,8	
00:00:30,600	539,8	
00:00:30,650	538,7	
00:00:30,700	537,4	
00:00:30,750	537,2	
00:00:30,800	535,3	
00:00:30,850	534,3	
00:00:30,900	533,1	
00:00:30,950	532,5	
00:00:31,000	531,2	
00:00:31,050	530,9	
00:00:31,100	529,0	
00:00:31,150	528,3	
00:00:31,200	526,8	
00:00:31,250	526,3	
00:00:31,300	525,4	
00:00:31,350	524,1	
00:00:31,400	523,4	
00:00:31,450	522,9	
00:00:31,500	522,1	
00:00:31,550	521,1	
00:00:31,600	520,1	
00:00:31,650	519,2	
00:00:31,700	518,0	
00:00:31,750	517,4	
00:00:31,800	515,8	
00:00:31,850	515,1	
00:00:31,900	514,0	
00:00:31,950	513,1	
00:00:32,000	512,2	
00:00:32,050	511,5	
00:00:32,100	510,0	
00:00:32,150	510,0	
00:00:32,200	508,7	
00:00:32,250	507,9	
00:00:32,300	507,7	
00:00:32,350	506,0	
00:00:32,400	506,0	
00:00:32,450	503,6	
00:00:32,500	502,7	
00:00:32,550	502,7	
00:00:32,600	500,8	
00:00:32,650	500,8	
00:00:32,700	499,3	
00:00:32,750	499,3	
00:00:32,800	497,1	
00:00:32,850	496,0	
00:00:32,900	496,0	
00:00:32,950	494,0	
00:00:33,000	493,1	
00:00:33,050	492,2	
00:00:33,100	491,7	
00:00:33,150	491,7	
00:00:33,200	489,6	
00:00:33,250	488,6	
00:00:33,300	488,6	
00:00:33,350	487,2	
00:00:33,400	487,2	
00:00:33,450	484,8	
00:00:33,500	484,0	
00:00:33,550	482,4	
00:00:33,600	482,1	
00:00:33,650	482,1	
00:00:33,700	480,3	
00:00:33,750	479,5	
00:00:33,800	478,5	
00:00:33,850	477,1	
00:00:33,900	477,1	
00:00:33,950	475,2	
00:00:34,000	474,7	
00:00:34,050	473,7	
00:00:34,100	472,8	
00:00:34,150	472,8	
00:00:34,200	471,2	
00:00:34,250	470,2	
00:00:34,300	470,2	
00:00:34,350	468,9	
00:00:34,400	468,9	
00:00:34,450	466,8	
00:00:34,500	466,2	
00:00:34,550	464,9	
00:00:34,600	464,7	
00:00:34,650	464,7	
00:00:34,700	463,4	
00:00:34,750	462,2	
00:00:34,800	461,1	
00:00:34,850	459,5	
00:00:34,900	459,5	
00:00:34,950	458,4	
00:00:35,000	457,4	
00:00:35,050	456,1	
00:00:35,100	455,1	
00:00:35,150	455,1	
00:00:35,200	453,9	
00:00:35,250	452,4	
00:00:35,300	452,4	
00:00:35,350	451,4	
00:00:35,400	451,4	
00:00:35,450	449,5	
00:00:35,500	448,5	
00:00:35,550	447,5	
00:00:35,600	447,2	
00:00:35,650	447,2	
00:00:35,700	444,6	
00:00:35,750	445,1	
00:00:35,800	444,1	
00:00:35,850	442,8	
00:00:35,900	442,8	
00:00:35,950	441,4	
00:00:36,000	440,6	
00:00:36,050	439,0	
00:00:36,100	438,4	
00:00:36,150	438,4	
00:00:36,200	436,9	
00:00:36,250	436,3	
00:00:36,300	436,1	
00:00:36,350	434,1	
00:00:36,400	434,1	
00:00:36,450	433,4	
00:00:36,500	432,3	
00:00:36,550	431,9	
00:00:36,600	430,3	
00:00:36,650	430,3	
00:00:36,700	428,7	
00:00:36,750	428,4	
00:00:36,800	427,2	
00:00:36,850	425,9	
00:00:36,900	425,9	
00:00:36,950	425,4	
00:00:37,000	424,3	
00:00:37,050	422,9	
00:00:37,100	421,8	
00:00:37,150	421,8	
00:00:37,200	420,9	
00:00:37,250	420,3	
00:00:37,300	419,2	
00:00:37,350	418,2	
00:00:37,400	418,2	
00:00:37,450	416,5	
00:00:37,500	415,9	
00:00:37,550	415,2	
00:00:37,600	414,7	
00:00:37,650	414,7	
00:00:37,700	412,7	
00:00:37,750	412,1	
00:00:37,800	411,5	
00:00:37,850	411,1	
00:00:37,900	411,1	
00:00:37,950	409,3	
00:00:38,000	409,1	
00:00:38,050	407,6	
00:00:38,100	407,0	
00:00:38,150	407,0	
00:00:38,200	405,7	
00:00:38,250	405,0	
00:00:38,300	404,4	
00:00:38,350	402,7	
00:00:38,400	402,0	
00:00:38,450	401,5	
00:00:38,500	400,7	
00:00:38,550	400,5	
00:00:38,600	400,5	
00:00:38,650	398,9	
00:00:38,700	397,1	
00:00:38,750	397,4	
00:00:38,800	396,7	
00:00:38,850	396,6	
00:00:38,900	395,3	
00:00:38,950	395,0	
00:00:39,000	393,5	
00:00:39,050	393,2	
00:00:39,100	393,0	
00:00:39,150	391,9	
00:00:39,200	390,5	
00:00:39,250	390,9	
00:00:39,300	389,5	
00:00:39,350	388,8	
00:00:39,400	387,7	
00:00:39,450	387,7	
00:00:39,500	386,2	
00:00:39,550	385,6	
00:00:39,600	385,1	
00:00:39,650	384,5	
00:00:39,700	383,8	
00:00:39,750	383,0	
00:00:39,800	382,7	
00:00:39,850	381,8	
00:00:39,900	380,7	
00:00:39,950	380,0	
00:00:40,000	379,7	
00:00:40,050	379,2	
00:00:40,100	378,2	
00:00:40,150	377,0	
00:00:40,200	376,2	
00:00:40,250	375,7	
00:00:40,300	375,7	
00:00:40,350	374,4	
00:00:40,400	373,9	
00:00:40,450	373,0	
00:00:40,500	372,7	
00:00:40,550	371,4	
00:00:40,600	371,7	
00:00:40,650	370,6	
00:00:40,700	369,8	
00:00:40,750	368,7	
00:00:40,800	368,5	
00:00:40,850	367,9	
00:00:40,900	366,7	
00:00:40,950	366,8	
00:00:41,000	366,6	
00:00:41,050	365,7	
00:00:41,100	364,6	
00:00:41,150	364,4	
00:00:41,200	363,0	
00:00:41,250	362,5	
00:00:41,300	361,6	
00:00:41,350	361,0	
00:00:41,400	360,6	
00:00:41,450	360,3	
00:00:41,500	359,5	
00:00:41,550	358,3	
00:00:41,600	358,6	
00:00:41,650	357,6	
00:00:41,700	357,3	
00:00:41,750	355,9	
00:00:41,800	354,8	
00:00:41,850	354,5	
00:00:41,900	354,2	
00:00:41,950	352,6	
00:00:42,000	352,3	
00:00:42,050	352,1	
00:00:42,100	351,2	
00:00:42,150	351,0	
00:00:42,200	350,3	
00:00:42,250	350,6	
00:00:42,300	349,3	
00:00:42,350	348,6	
00:00:42,400	347,8	
00:00:42,450	347,0	
00:00:42,500	346,7	
00:00:42,550	345,9	
00:00:42,600	345,1	
00:00:42,650	344,0	
00:00:42,700	343,9	
00:00:42,750	343,6	
00:00:42,800	342,7	
00:00:42,850	341,9	
00:00:42,900	341,5	
00:00:42,950	340,8	
00:00:43,000	340,6	
00:00:43,050	339,6	
00:00:43,100	338,6	
00:00:43,150	337,4	
00:00:43,200	337,7	
00:00:43,250	337,1	
00:00:43,300	337,1	
00:00:43,350	335,9	
00:00:43,400	334,9	
00:00:43,450	335,4	
00:00:43,500	333,9	
00:00:43,550	333,7	
00:00:43,600	333,2	
00:00:43,650	332,7	
00:00:43,700	332,0	
00:00:43,750	331,7	
00:00:43,800	330,2	
00:00:43,850	330,6	
00:00:43,900	328,6	
00:00:43,950	328,3	
00:00:44,000	328,0	
00:00:44,050	327,0	
00:00:44,100	325,7	
00:00:44,150	326,8	
00:00:44,200	325,4	
00:00:44,250	326,0	
00:00:44,300	324,5	
00:00:44,350	323,9	
00:00:44,400	323,3	
00:00:44,450	323,3	
00:00:44,500	321,6	
00:00:44,550	321,1	
00:00:44,600	321,3	
00:00:44,650	320,2	
00:00:44,700	319,6	
00:00:44,750	318,9	
00:00:44,800	319,7	
00:00:44,850	318,4	
00:00:44,900	317,9	
00:00:44,950	316,9	
00:00:45,000	316,1	
00:00:45,050	315,4	
00:00:45,100	315,5	
00:00:45,150	314,9	
00:00:45,200	313,8	
00:00:45,250	313,4	
00:00:45,300	313,2	
00:00:45,350	312,9	
00:00:45,400	312,5	
00:00:45,450	311,0	
00:00:45,500	310,4	
00:00:45,550	310,5	
00:00:45,600	310,1	
00:00:45,650	309,4	
00:00:45,700	308,6	
00:00:45,750	308,4	
00:00:45,800	307,8	
00:00:45,850	306,6	
00:00:45,900	306,2	
00:00:45,950	305,7	
00:00:46,000	306,2	
00:00:46,050	304,9	
00:00:46,100	304,2	
00:00:46,150	304,2	
00:00:46,200	302,8	
00:00:46,250	302,7	
00:00:46,300	302,1	
00:00:46,350	301,9	
00:00:46,400	302,7	
00:00:46,450	301,5	
00:00:46,500	300,9	
00:00:46,550	300,6	
00:00:46,600	300,6	
00:00:46,650	300,3	
00:00:46,700	300,3	
00:00:46,750	299,9	
00:00:46,800	299,2	
00:00:46,850	299,3	
00:00:46,900	298,2	
00:00:46,950	298,7	
00:00:47,000	297,9	
00:00:47,050	298,0	
00:00:47,100	297,5	
00:00:47,150	298,1	
00:00:47,200	296,5	
00:00:47,250	296,9	
00:00:47,300	296,0	
00:00:47,350	296,0	
00:00:47,400	295,3	
00:00:47,450	295,1	
00:00:47,500	294,6	
00:00:47,550	294,5	
00:00:47,600	294,8	
00:00:47,650	293,4	
00:00:47,700	293,8	
00:00:47,750	293,2	
00:00:47,800	292,9	
00:00:47,850	292,9	
00:00:47,900	292,9	
00:00:47,950	292,9	
00:00:48,000	291,7	
00:00:48,050	291,8	
00:00:48,100	292,3	
00:00:48,150	291,7	
00:00:48,200	291,3	
00:00:48,250	291,4	
00:00:48,300	291,1	
00:00:48,350	291,1	
00:00:48,400	290,5	
00:00:48,450	290,7	
00:00:48,500	290,4	
00:00:48,550	289,8	
00:00:48,600	290,2	
00:00:48,650	289,5	
00:00:48,700	290,2	
00:00:48,750	290,2	
00:00:48,800	289,6	
00:00:48,850	289,8	
00:00:48,900	288,9	
00:00:48,950	288,6	
00:00:49,000	289,5	
00:00:49,050	288,6	
00:00:49,100	288,6	
00:00:49,150	288,6	
00:00:49,200	288,4	
00:00:49,250	288,0	
00:00:49,300	289,0	
00:00:49,350	287,6	
00:00:49,400	287,3	
00:00:49,450	287,3	
00:00:49,500	287,1	
00:00:49,550	287,1	
00:00:49,600	287,1	
00:00:49,650	286,5	
00:00:49,700	287,1	
00:00:49,750	286,8	
00:00:49,800	286,8	
00:00:49,850	286,8	
00:00:49,900	286,8	
00:00:49,950	286,8	
00:00:50,000	286,8	
00:00:50,050	286,8	
00:00:50,100	286,8	
00:00:50,150	286,8	
00:00:50,200	286,8	
00:00:50,250	286,8	
00:00:50,300	286,8	
00:00:50,350	286,8	
00:00:50,400	286,8	
00:00:50,450	286,8	
00:00:50,500	286,8	
00:00:50,550	286,8	
00:00:50,600	286,8	
00:00:50,650	286,8	
00:00:50,700	286,8	
00:00:50,750	286,8	
00:00:50,800	286,8	
00:00:50,850	286,8	
00:00:50,900	286,8	
00:00:50,950	286,8	
00:00:51,000	286,8	
00:00:51,050	285,0	
00:00:51,100	285,8	
00:00:51,150	285,2	
00:00:51,200	285,0	
00:00:51,250	284,5	
00:00:51,300	285,5	
00:00:51,350	284,4	
00:00:51,400	284,5	
00:00:51,450	285,5	
00:00:51,500	284,1	
00:00:51,550	284,2	
00:00:51,600	284,0	
00:00:51,650	283,6	
00:00:51,700	284,2	
00:00:51,750	284,0	
00:00:51,800	283,4	
00:00:51,850	284,0	
00:00:51,900	283,3	
00:00:51,950	283,3	
00:00:52,000	283,6	
00:00:52,050	283,0	
00:00:52,100	283,3	
00:00:52,150	283,3	
00:00:52,200	282,3	
00:00:52,250	283,3	
00:00:52,300	282,6	
00:00:52,350	282,3	
00:00:52,400	282,6	
00:00:52,450	282,6	
00:00:52,500	282,2	
00:00:52,550	282,1	
00:00:52,600	282,1	
00:00:52,650	281,5	
00:00:52,700	281,4	
00:00:52,750	281,4	
00:00:52,800	281,4	
00:00:52,850	281,1	
00:00:52,900	280,9	
00:00:52,950	281,1	
00:00:53,000	280,5	
00:00:53,050	280,3	
00:00:53,100	280,8	
00:00:53,150	280,5	
00:00:53,200	280,2	
00:00:53,250	280,8	
