[Connect DataFile][1.1]
Date:	18.06.2025
Time:	16:26:27,512
Unit:	°C
Resolution:	0,05
Values:	1
Time		
00:00:00,000	193,2	
00:00:00,050	183,8	
00:00:00,100	184,3	
00:00:00,150	183,8	
00:00:00,200	184,0	
00:00:00,250	184,3	
00:00:00,300	184,3	
00:00:00,350	184,1	
00:00:00,400	184,3	
00:00:00,450	183,8	
00:00:00,500	184,3	
00:00:00,550	184,3	
00:00:00,600	183,8	
00:00:00,650	184,0	
00:00:00,700	183,8	
00:00:00,750	183,8	
00:00:00,800	184,0	
00:00:00,850	184,7	
00:00:00,900	183,8	
00:00:00,950	183,4	
00:00:01,000	184,3	
00:00:01,050	183,8	
00:00:01,100	183,8	
00:00:01,150	175,0	
00:00:01,200	175,0	
00:00:01,250	175,0	
00:00:01,300	175,0	
00:00:01,350	184,0	
00:00:01,400	184,7	
00:00:01,450	183,8	
00:00:01,500	184,0	
00:00:01,550	183,4	
00:00:01,600	183,8	
00:00:01,650	183,5	
00:00:01,700	185,0	
00:00:01,750	184,7	
00:00:01,800	183,8	
00:00:01,850	184,7	
00:00:01,900	184,1	
00:00:01,950	184,3	
00:00:02,000	185,0	
00:00:02,050	183,4	
00:00:02,100	184,3	
00:00:02,150	184,3	
00:00:02,200	183,0	
00:00:02,250	184,3	
00:00:02,300	183,4	
00:00:02,350	182,7	
00:00:02,400	184,7	
00:00:02,450	183,8	
00:00:02,500	183,1	
00:00:02,550	183,0	
00:00:02,600	184,3	
00:00:02,650	184,0	
00:00:02,700	185,0	
00:00:02,750	183,8	
00:00:02,800	183,8	
00:00:02,850	183,8	
00:00:02,900	184,0	
00:00:02,950	184,3	
00:00:03,000	184,7	
00:00:03,050	184,0	
00:00:03,100	184,3	
00:00:03,150	184,7	
00:00:03,200	183,8	
00:00:03,250	183,0	
00:00:03,300	184,3	
00:00:03,350	183,4	
00:00:03,400	183,8	
00:00:03,450	183,4	
00:00:03,500	183,6	
00:00:03,550	184,7	
00:00:03,600	184,3	
00:00:03,650	183,8	
00:00:03,700	183,4	
00:00:03,750	183,4	
00:00:03,800	183,5	
00:00:03,850	183,4	
00:00:03,900	183,1	
00:00:03,950	183,8	
00:00:04,000	183,8	
00:00:04,050	183,8	
00:00:04,100	183,8	
00:00:04,150	183,4	
00:00:04,200	183,0	
00:00:04,250	183,4	
00:00:04,300	183,4	
00:00:04,350	183,8	
00:00:04,400	183,8	
00:00:04,450	184,3	
00:00:04,500	183,4	
00:00:04,550	183,4	
00:00:04,600	185,0	
00:00:04,650	266,4	
00:00:04,700	303,3	
00:00:04,750	330,6	
00:00:04,800	294,1	
00:00:04,850	339,7	
00:00:04,900	240,1	
00:00:04,950	184,3	
00:00:05,000	183,8	
00:00:05,050	219,3	
00:00:05,100	277,3	
00:00:05,150	302,3	
00:00:05,200	321,4	
00:00:05,250	310,1	
00:00:05,300	314,9	
00:00:05,350	319,7	
00:00:05,400	315,2	
00:00:05,450	328,0	
00:00:05,500	334,6	
00:00:05,550	363,0	
00:00:05,600	362,8	
00:00:05,650	367,3	
00:00:05,700	364,6	
00:00:05,750	359,1	
00:00:05,800	362,0	
00:00:05,850	363,8	
00:00:05,900	357,7	
00:00:05,950	358,9	
00:00:06,000	356,1	
00:00:06,050	359,7	
00:00:06,100	356,1	
00:00:06,150	363,3	
00:00:06,200	361,6	
00:00:06,250	357,0	
00:00:06,300	358,9	
00:00:06,350	357,8	
00:00:06,400	358,9	
00:00:06,450	357,8	
00:00:06,500	357,8	
00:00:06,550	365,5	
00:00:06,600	366,3	
00:00:06,650	363,0	
00:00:06,700	370,4	
00:00:06,750	374,4	
00:00:06,800	369,8	
00:00:06,850	363,6	
00:00:06,900	366,9	
00:00:06,950	371,9	
00:00:07,000	375,5	
00:00:07,050	375,7	
00:00:07,100	380,8	
00:00:07,150	373,6	
00:00:07,200	376,5	
00:00:07,250	377,6	
00:00:07,300	376,0	
00:00:07,350	379,4	
00:00:07,400	381,0	
00:00:07,450	381,0	
00:00:07,500	375,8	
00:00:07,550	379,0	
00:00:07,600	373,9	
00:00:07,650	377,8	
00:00:07,700	371,9	
00:00:07,750	373,9	
00:00:07,800	376,0	
00:00:07,850	376,0	
00:00:07,900	379,1	
00:00:07,950	375,7	
00:00:08,000	372,2	
00:00:08,050	373,2	
00:00:08,100	373,2	
00:00:08,150	377,0	
00:00:08,200	376,3	
00:00:08,250	380,3	
00:00:08,300	383,0	
00:00:08,350	383,0	
00:00:08,400	374,7	
00:00:08,450	378,2	
00:00:08,500	382,7	
00:00:08,550	379,5	
00:00:08,600	379,5	
00:00:08,650	379,2	
00:00:08,700	377,6	
00:00:08,750	367,9	
00:00:08,800	378,3	
00:00:08,850	378,3	
00:00:08,900	378,2	
00:00:08,950	383,0	
00:00:09,000	383,5	
00:00:09,050	384,8	
00:00:09,100	384,8	
00:00:09,150	381,8	
00:00:09,200	384,9	
00:00:09,250	385,3	
00:00:09,300	389,8	
00:00:09,350	389,8	
00:00:09,400	393,0	
00:00:09,450	393,2	
00:00:09,500	385,5	
00:00:09,550	385,9	
00:00:09,600	388,5	
00:00:09,650	384,4	
00:00:09,700	392,2	
00:00:09,750	388,7	
00:00:09,800	390,7	
00:00:09,850	385,1	
00:00:09,900	388,1	
00:00:09,950	387,2	
00:00:10,000	387,7	
00:00:10,050	386,7	
00:00:10,100	388,7	
00:00:10,150	387,2	
00:00:10,200	389,7	
00:00:10,250	389,5	
00:00:10,300	393,5	
00:00:10,350	393,9	
00:00:10,400	396,6	
00:00:10,450	392,7	
00:00:10,500	400,8	
00:00:10,550	395,8	
00:00:10,600	396,1	
00:00:10,650	398,4	
00:00:10,700	398,1	
00:00:10,750	398,1	
00:00:10,800	400,2	
00:00:10,850	404,4	
00:00:10,900	400,5	
00:00:10,950	403,9	
00:00:11,000	399,4	
00:00:11,050	407,7	
00:00:11,100	401,5	
00:00:11,150	402,5	
00:00:11,200	405,7	
00:00:11,250	409,3	
00:00:11,300	420,3	
00:00:11,350	404,9	
00:00:11,400	407,0	
00:00:11,450	406,8	
00:00:11,500	402,3	
00:00:11,550	408,3	
00:00:11,600	406,3	
00:00:11,650	401,7	
00:00:11,700	406,3	
00:00:11,750	405,2	
00:00:11,800	405,8	
00:00:11,850	409,3	
00:00:11,900	407,4	
00:00:11,950	409,8	
00:00:12,000	412,7	
00:00:12,050	409,4	
00:00:12,100	407,3	
00:00:12,150	410,4	
00:00:12,200	406,9	
00:00:12,250	411,4	
00:00:12,300	411,1	
00:00:12,350	412,0	
00:00:12,400	410,6	
00:00:12,450	411,9	
00:00:12,500	411,9	
00:00:12,550	411,9	
00:00:12,600	416,0	
00:00:12,650	416,1	
00:00:12,700	417,2	
00:00:12,750	418,2	
00:00:12,800	417,7	
00:00:12,850	420,0	
00:00:12,900	419,6	
00:00:12,950	422,0	
00:00:13,000	421,5	
00:00:13,050	420,7	
00:00:13,100	422,8	
00:00:13,150	424,1	
00:00:13,200	424,1	
00:00:13,250	424,8	
00:00:13,300	425,1	
00:00:13,350	423,3	
00:00:13,400	425,9	
00:00:13,450	425,6	
00:00:13,500	427,5	
00:00:13,550	426,9	
00:00:13,600	429,2	
00:00:13,650	429,8	
00:00:13,700	429,4	
00:00:13,750	429,2	
00:00:13,800	430,8	
00:00:13,850	432,1	
00:00:13,900	435,6	
00:00:13,950	433,4	
00:00:14,000	431,3	
00:00:14,050	433,5	
00:00:14,100	434,1	
00:00:14,150	435,4	
00:00:14,200	435,4	
00:00:14,250	437,3	
00:00:14,300	443,6	
00:00:14,350	441,4	
00:00:14,400	444,3	
00:00:14,450	441,5	
00:00:14,500	444,2	
00:00:14,550	443,1	
00:00:14,600	441,5	
00:00:14,650	444,9	
00:00:14,700	444,1	
00:00:14,750	446,3	
00:00:14,800	445,3	
00:00:14,850	446,8	
00:00:14,900	447,0	
00:00:14,950	447,5	
00:00:15,000	446,1	
00:00:15,050	448,3	
00:00:15,100	447,0	
00:00:15,150	448,0	
00:00:15,200	448,4	
00:00:15,250	448,7	
00:00:15,300	450,0	
00:00:15,350	450,2	
00:00:15,400	450,8	
00:00:15,450	452,2	
00:00:15,500	452,1	
00:00:15,550	452,9	
00:00:15,600	455,1	
00:00:15,650	454,5	
00:00:15,700	454,4	
00:00:15,750	456,1	
00:00:15,800	457,3	
00:00:15,850	457,6	
00:00:15,900	457,6	
00:00:15,950	459,5	
00:00:16,000	459,8	
00:00:16,050	461,5	
00:00:16,100	461,5	
00:00:16,150	462,9	
00:00:16,200	462,9	
00:00:16,250	466,6	
00:00:16,300	465,8	
00:00:16,350	466,8	
00:00:16,400	467,3	
00:00:16,450	467,3	
00:00:16,500	468,1	
00:00:16,550	469,2	
00:00:16,600	470,4	
00:00:16,650	471,5	
00:00:16,700	471,5	
00:00:16,750	471,6	
00:00:16,800	471,8	
00:00:16,850	473,8	
00:00:16,900	473,6	
00:00:16,950	473,6	
00:00:17,000	476,5	
00:00:17,050	478,5	
00:00:17,100	480,3	
00:00:17,150	479,5	
00:00:17,200	479,5	
00:00:17,250	482,1	
00:00:17,300	481,5	
00:00:17,350	483,0	
00:00:17,400	483,6	
00:00:17,450	483,6	
00:00:17,500	485,6	
00:00:17,550	486,7	
00:00:17,600	487,6	
00:00:17,650	487,5	
00:00:17,700	487,5	
00:00:17,750	489,6	
00:00:17,800	491,1	
00:00:17,850	491,9	
00:00:17,900	492,4	
00:00:17,950	492,4	
00:00:18,000	494,8	
00:00:18,050	495,2	
00:00:18,100	496,6	
00:00:18,150	497,4	
00:00:18,200	497,4	
00:00:18,250	499,3	
00:00:18,300	499,7	
00:00:18,350	500,9	
00:00:18,400	502,0	
00:00:18,450	502,0	
00:00:18,500	503,4	
00:00:18,550	504,1	
00:00:18,600	504,7	
00:00:18,650	505,8	
00:00:18,700	505,8	
00:00:18,750	507,2	
00:00:18,800	508,4	
00:00:18,850	509,7	
00:00:18,900	510,6	
00:00:18,950	510,6	
00:00:19,000	511,1	
00:00:19,050	513,1	
00:00:19,100	513,6	
00:00:19,150	514,1	
00:00:19,200	514,9	
00:00:19,250	515,8	
00:00:19,300	516,9	
00:00:19,350	517,5	
00:00:19,400	518,3	
00:00:19,450	519,4	
00:00:19,500	520,1	
00:00:19,550	520,8	
00:00:19,600	522,1	
00:00:19,650	522,7	
00:00:19,700	522,9	
00:00:19,750	523,6	
00:00:19,800	524,6	
00:00:19,850	526,3	
00:00:19,900	526,2	
00:00:19,950	526,7	
00:00:20,000	528,5	
00:00:20,050	528,6	
00:00:20,100	530,1	
00:00:20,150	530,5	
00:00:20,200	531,6	
00:00:20,250	532,3	
00:00:20,300	532,8	
00:00:20,350	534,2	
00:00:20,400	534,7	
00:00:20,450	534,6	
00:00:20,500	536,3	
00:00:20,550	537,2	
00:00:20,600	538,3	
00:00:20,650	538,4	
00:00:20,700	539,6	
00:00:20,750	540,5	
00:00:20,800	541,1	
00:00:20,850	541,8	
00:00:20,900	543,0	
00:00:20,950	543,1	
00:00:21,000	544,0	
00:00:21,050	544,7	
00:00:21,100	546,0	
00:00:21,150	546,4	
00:00:21,200	547,2	
00:00:21,250	547,5	
00:00:21,300	548,3	
00:00:21,350	549,5	
00:00:21,400	550,3	
00:00:21,450	551,6	
00:00:21,500	552,1	
00:00:21,550	552,9	
00:00:21,600	553,9	
00:00:21,650	553,7	
00:00:21,700	554,9	
00:00:21,750	555,2	
00:00:21,800	556,0	
00:00:21,850	557,1	
00:00:21,900	557,3	
00:00:21,950	558,4	
00:00:22,000	559,7	
00:00:22,050	559,8	
00:00:22,100	561,2	
00:00:22,150	561,0	
00:00:22,200	561,9	
00:00:22,250	562,5	
00:00:22,300	562,9	
00:00:22,350	564,3	
00:00:22,400	564,7	
00:00:22,450	565,1	
00:00:22,500	565,7	
00:00:22,550	566,8	
00:00:22,600	567,6	
00:00:22,650	568,2	
00:00:22,700	568,8	
00:00:22,750	569,6	
00:00:22,800	570,4	
00:00:22,850	571,1	
00:00:22,900	572,1	
00:00:22,950	572,4	
00:00:23,000	573,0	
00:00:23,050	573,8	
00:00:23,100	573,9	
00:00:23,150	575,0	
00:00:23,200	575,8	
00:00:23,250	576,7	
00:00:23,300	576,5	
00:00:23,350	576,8	
00:00:23,400	578,2	
00:00:23,450	579,3	
00:00:23,500	579,5	
00:00:23,550	580,1	
00:00:23,600	581,4	
00:00:23,650	581,6	
00:00:23,700	582,0	
00:00:23,750	582,5	
00:00:23,800	583,1	
00:00:23,850	585,0	
00:00:23,900	585,0	
00:00:23,950	585,6	
00:00:24,000	585,6	
00:00:24,050	586,8	
